name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude,coord_source
Cristalândia I,BRA0030010,30.0,Wind,Brazil,Parque Eólico Cristalândia Ltda.,http://sigel.aneel.gov.br/kmz.html,-13.9312,-41.560198,Brazil national data
AW São Miguel,BRA0030013,29.4,Wind,Brazil,Alupar Investimento S.A.,http://sigel.aneel.gov.br/kmz.html,-5.418148,-36.146194,Brazil national data
AW Santa Régia,BRA0030012,29.4,Wind,Brazil,Alupar Investimento S.A.,http://sigel.aneel.gov.br/kmz.html,-5.423156,-36.144317,Brazil national data
Linfen power station,GEODB0000612,600.0,Coal,China,Shanxi Datang Intl Power Gen,SourceWatch,36.153659,111.485269,SourceWatch data
Victor Mesa Linda C2,USA0059270,1.5,Solar,United States of America,sPower,EIA-860,34.511389,-117.387222,United States of America national data
Dalhousie Mountain,WRI1015780,51.0,Wind,Canada,NB Power,Canadian Power Plant Database,45.566847562,-62.965355745,CARMA data
Novo Horizonte,BRA0030019,30.06,Wind,Brazil,Novo Horizonte Energética S.A,http://sigel.aneel.gov.br/kmz.html,-12.312699,-42.350988,Brazil national data
Angico,BRA0030018,8.1,Wind,Brazil,Renova Energia S.A,http://sigel.aneel.gov.br/kmz.html,-13.894795,-42.702698,Brazil national data
Victor Mesa Linda D2,USA0059271,1.5,Solar,United States of America,sPower,EIA-860,34.509444,-117.387222,United States of America national data
Phelps Dodge Cobre Mining,USA0055312,2.4,Oil,United States of America,FreePort-McMoRan-Corp-Cobre Mines,EIA-860,32.8561,-108.0847,United States of America national data
Hattorf,WRI1005728,52.3,Gas,Germany,K+S AG,Open Power System Data,50.81257,9.97797,WRI data
Renaissance Power LLC,USA0055402,680.0,Gas,United States of America,Renaissance Power LLC,EIA-860,43.1864,-84.8429,United States of America national data
Landesbergen Biomasse,WRI1005930,20.0,Biomass,Germany,Statkraft Markets GmbH,Open Power System Data,52.57703,9.11009,WRI data
Laufenburg,WRI1005931,104.4,Hydro,Germany,Energiedienst Holding AG,Open Power System Data,47.555936,8.049404,WRI data
Lehmen,WRI1005932,20.0,Hydro,Germany,RWE Innogy GmbH,Open Power System Data,50.274724,7.458957,WRI data
Leitzach 1,WRI1005933,136.0,Hydro,Germany,Stadtwerke München GmbH,Open Power System Data,47.873938,11.87099,WRI data
Lichterfelde,WRI1005934,432.0,Gas,Germany,Vattenfall Europe Wärme AG,Open Power System Data,52.42520804,13.30976486,WRI data
McWilliams,USA0000533,654.0,Gas,United States of America,PowerSouth Energy Cooperative,EIA-860,31.400255,-86.476449,United States of America national data
Lünerseewerk,WRI1005936,238.0,Hydro,Germany,EnBW Energie Baden-Württemberg AG,Open Power System Data,47.074251,9.874652,WRI data
Markersbach,WRI1005937,1045.2,Hydro,Germany,Vattenfall Europe Generation AG,Open Power System Data,50.51938,12.87976,WRI data
Meitingen,WRI1005938,11.3,Hydro,Germany,Bayerische Elektrizitätswerke GmbH,Open Power System Data,48.546994,10.86507,WRI data
Merching,WRI1005939,12.0,Hydro,Germany,E.ON Kraftwerke GmbH,Open Power System Data,48.2704497,10.9773463,WRI data
CAS TRESORER TV  CC1,WRI1006313,72.5,Gas,Spain,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red Eléctrica de España,39.5672,2.6895,GEO data
CAS TRESORER TG4  CC2,WRI1006312,71.0,Gas,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,39.5672,2.6895,GEO data
CAS TRESORER TV2  CC2,WRI1006314,72.5,Gas,Spain,ENDESA GENERACION S.A.,Red Eléctrica de España,39.5672,2.6895,GEO data
CASTEJON  GRUPO A,WRI1006317,378.95,Gas,Spain,FUERZAS ELECTRICAS DE NAVARRA  S.A.,Red Eléctrica de España,42.1718,-1.6773,GEO data
CASABLANCA,WRI1006316,49.9,Solar,Spain,SERREZUELA SOLAR II  S.L.,Red Eléctrica de España,39.2939,-5.2168,GEO data
NORTH CHENNAI,WRI1001329,1830.0,Coal,India,,Central Energy Agency,13.245,80.3257,GEO data
Kohinoor Energy Limited,WRI1001635,131.0,Oil,Pakistan,IPP,Private Power and Infrastructure Board,31.2628881643,74.1871333122,GEO data
Rolling Hills Generating,USA0055401,977.5,Gas,United States of America,Rolling Hills Generating LLC,EIA-860,39.0839,-82.3328,United States of America national data
Habibullah Coastal Power ltd. Lahore,WRI1001633,140.0,Gas,Pakistan,IPP,Private Power and Infrastructure Board,30.2773031508,66.9739866257,GEO data
Corredor do Senandes IV,BRA0031168,29.7,Wind,Brazil,OEA Eólica Corredor do Senandes IV Ltda.,http://sigel.aneel.gov.br/kmz.html,-32.368867,-52.342,Brazil national data
Fauji KabirWala Khanela,WRI1001631,157.0,Gas,Pakistan,IPP,Private Power and Infrastructure Board,30.5237,71.9555,GEO data
NIZAM SAGAR,WRI1001328,10.0,Hydro,India,,Central Energy Agency,18.2172243679,77.9575896263,GEO data
Reeves South,USA0059278,1.0,Solar,United States of America,NJR Clean Energy Ventures Corporation,EIA-860,39.926667,-74.813611,United States of America national data
Vardnili I Hydroelectric Power Plant Georgia,GEODB0041910,220.0,Hydro,Georgia,The Ministry of Energy and Natural Resources of Georgia,GEO,42.6524,41.7619,GEO data
Southern Electric Power Company,WRI1001639,135.0,Oil,Pakistan,IPP,Private Power and Infrastructure Board,31.2911075637,74.2488831282,GEO data
Life Technologies - Pleasanton,USA0059279,1.1,Gas,United States of America,Bloom Energy,EIA-860,37.643889,-121.884167,United States of America national data
Handeck 2,WRI1004223,136.0,Hydro,Switzerland,,Swiss Federal Office of Energy,46.6157,8.30382,GEO data
Clinton,USA0001818,3.0,Gas,United States of America,Village of Clinton - (MI),EIA-860,42.0725,-83.9714,United States of America national data
Hagneck 2 (M 1 u. M 2),WRI1004221,20.96,Hydro,Switzerland,,Swiss Federal Office of Energy,47.1324032425,7.24411010742,CARMA data
Hagneck 1 (M3 M4 u. M5),WRI1004220,12.7,Hydro,Switzerland,,Swiss Federal Office of Energy,47.1324032425,7.24411010742,CARMA data
LAS CONCHAS GRUPO 1,WRI1006604,12.56,Hydro,Spain,GAS NATURAL FENOSA GENERACION  S.L.U.,Red Eléctrica de España,42.407456473,-7.53164291382,CARMA data
Central 9 de Enero (JB) CCGT Power Plant Panama,GEODB0043528,160.0,Gas,Panama,IPR-Gulf Suez Latin America,GEO,9.3796,-79.8219,GEO data
Handeck 3 (Isogyre),WRI1004224,55.0,Hydro,Switzerland,,Swiss Federal Office of Energy,46.617,8.30627,GEO data
P.E. POUSADOIRO-FONSECA FASE I,WRI1007180,23.5,Wind,Spain,PARQUES EOLICOS GESTINVER  SL,Red Eléctrica de España,43.349478,-7.194577,CARMA data
Wansheng power station,GEODB0000045,600.0,Coal,China,China Guodian Corp,SourceWatch,28.8401213,106.7756851,SourceWatch data
UNIÃO DOS VENTOS 19,BRA0030658,31.5,Wind,Brazil,VENTOS FORTES GERADORA EÓLICA S/A,http://sigel.aneel.gov.br/kmz.html,-5.144618,-35.881454,Brazil national data
Chatham,USA0058254,3.7,Gas,United States of America,City of Lowell - (MI),EIA-860,42.934444,-85.3475,United States of America national data
Elk Hills Power LLC,USA0055400,623.0,Waste,United States of America,Elk Hills Power LLC,EIA-860,35.280318,-119.470707,United States of America national data
Figueira Indústria e Comércio,BRA0041889,4.4,Coal,Brazil,Figueira Indústria e Comércio S/A,http://sigel.aneel.gov.br/kmz.html,-21.11101,-50.223635,Brazil national data
NEHUENCO III,CHL0000239,103.0,Oil,Chile,Unknown,Unknown,-86.8445028888,-107.669564808,Chile national data
Cachoeira Dourada,BRA0041883,80.0,Coal,Brazil,SJC Bioenergia Ltda,http://sigel.aneel.gov.br/kmz.html,-18.494454,-49.644535,Brazil national data
Assembleia Paraense,BRA0041886,1.524,Coal,Brazil,Assembleia Paraense,http://sigel.aneel.gov.br/kmz.html,-1.41301,-48.436315,Brazil national data
Solano Wind,USA0007526,228.2,Wind,United States of America,Sacramento Municipal Util Dist,EIA-860,38.116415,-121.769031,United States of America national data
Eldorado Brasil,BRA0041884,226.0,Coal,Brazil,Eldorado Celulose e Papel S.A.,http://sigel.aneel.gov.br/kmz.html,-20.595715,-51.597535,Brazil national data
Urashan power station,GEODB0000416,150.0,Coal,China,Inner Mongolia Power Co,SourceWatch,40.736,108.652,SourceWatch data
Turner Shoals,USA0002735,5.4,Hydro,United States of America,Northbrook Carolina Hydro LLC,EIA-860,35.334767,-82.186369,United States of America national data
Tuxedo,USA0002736,5.0,Hydro,United States of America,Duke Energy Carolinas  LLC,EIA-860,35.245006,-82.389371,United States of America national data
Colton Plant,USA0057907,30.0,Coal,United States of America,California Portland Cement Co,EIA-860,34.059722,-117.345278,United States of America national data
Rhodhiss,USA0002730,25.5,Hydro,United States of America,Duke Energy Carolinas  LLC,EIA-860,35.774234,-81.437773,United States of America national data
EL MORALEJO II,WRI1006440,12.0,Wind,Spain,INICIATIVAS EOLICAS DE ALPERA  S.L.,Red Eléctrica de España,38.9666667,-1.2166667,CARMA data
Dogwood Solar LLC,USA0058844,20.0,Solar,United States of America,Dogwood Solar  LLC,EIA-860,36.125,-77.409167,United States of America national data
Tehachapi Wind Resource II,USA0054909,21.9,Wind,United States of America,CalWind Resources Inc,EIA-860,35.1061,-118.3114,United States of America national data
Washington Millfield Solar LLC,USA0058846,5.0,Solar,United States of America,Washington Millfield Solar  LLC,EIA-860,35.499444,-76.833611,United States of America national data
Kenansville Solar Farm LLC,USA0058840,4.5,Solar,United States of America,Heelstone Energy Holdings  LLC,EIA-860,34.97,-77.976111,United States of America national data
BOURG les VALENCE,WRI1002698,180.0,Hydro,France,,RTE Transmission Operator,45.011,4.839,GEO data
Gato Montes Solar LLC,USA0058842,5.0,Solar,United States of America,Gato Montes Solar  LLC,EIA-860,32.102778,-110.819722,United States of America national data
Bethel Price Solar LLC,USA0058843,5.0,Solar,United States of America,Bethel Price Solar  LLC,EIA-860,35.794722,-77.381111,United States of America national data
SAN CARLOS,WRI1001945,8.3,Biomass,Philippines,,Philippines Department of Energy,10.9844444,122.7711111,CARMA data
Eldforsen,WRI1019400,9.0,Hydro,Sweden,Fortum,Fortum Sweden,60.508929647,14.2245805264,CARMA data
Brownsville Peaking Power,USA0055081,460.0,Gas,United States of America,Tennessee Valley Authority,EIA-860,35.5438,-89.198,United States of America national data
New Albany Energy Facility,USA0055080,427.2,Gas,United States of America,BTEC Turbines LP,EIA-860,34.540833,-88.939722,United States of America national data
Girard,USA0001279,10.8,Gas,United States of America,City of Girard - (KS),EIA-860,37.507709,-94.839318,United States of America national data
Garnett Municipal,USA0001278,11.7,Oil,United States of America,City of Garnett - (KS),EIA-860,38.2858,-95.2594,United States of America national data
Pleasant Valley (MN),USA0007843,467.8,Gas,United States of America,Great River Energy,EIA-860,43.799446,-92.682874,United States of America national data
Crockett Cogen Project,USA0055084,247.4,Gas,United States of America,Crockett Cogeneration,EIA-860,38.0569,-122.2161,United States of America national data
Domnarvet,WRI1019409,22.0,Hydro,Sweden,Fortum,Fortum Sweden,60.4858035024,15.437142849,CARMA data
Ellinwood,USA0001274,8.5,Oil,United States of America,City of Ellinwood - (KS),EIA-860,38.355556,-98.5806,United States of America national data
Taft Cogeneration Facility,USA0055089,894.2,Gas,United States of America,Occidental Chemical Corporation,EIA-860,29.9888,-90.4599,United States of America national data
Erie,USA0001276,4.3,Oil,United States of America,City of Erie - (KS),EIA-860,37.56681,-95.237499,United States of America national data
Coffeyville,USA0001271,62.7,Gas,United States of America,City of Coffeyville - (KS),EIA-860,37.037344,-95.612689,United States of America national data
Clay Center,USA0001270,29.9,Gas,United States of America,City of Clay Center - (KS),EIA-860,39.373966,-97.127211,United States of America national data
Pahlawan Power,WRI1000253,322.0,Gas,Malaysia,,Penisular Malaysia Electricity Supply,2.2238,102.1519,GEO data
Colby City of,USA0001272,17.2,Oil,United States of America,City of Colby - (KS),EIA-860,39.394414,-101.058372,United States of America national data
LA BARCA 1,WRI1006575,25.88,Hydro,Spain,HIDROELECTRICA DEL CANTABRICO  S.A.,Red Eléctrica de España,28.3503921651,-14.1076040268,CARMA data
Angostura Hydroelectric Power Station Costa Rica,GEODB0002120,210.0,Hydro,Costa Rica,Instituto Costarricense de Electricidad,GEO,9.92205,-83.64235,GEO data
RONCOVALGRANDE,WRI1002936,1000.0,Hydro,Italy,,TERNA,46.0702,8.7339,GEO data
Tamarack Energy Partnership,USA0050099,6.2,Waste,United States of America,Tamarack Energy Partners,EIA-860,44.954853,-116.387134,United States of America national data
Lares,WRI1019132,826.0,Gas,Portugal,,ENTSOE,40.1247,-8.7751,GEO data
Fors,WRI1002048,3.0,Hydro,Sweden,100% Statkraft,Statkraft,58.7530045045,17.0078766346,CARMA data
Los Alamos PV Site,USA0058256,2.8,Other,United States of America,Los Alamos County,EIA-860,35.875556,-106.31,United States of America national data
Angus Anson,USA0007237,405.7,Gas,United States of America,Northern States Power Co - Minnesota,EIA-860,43.60347,-96.6356,United States of America national data
Solbergfoss II,WRI1003981,73.0,Hydro,Norway,36%,Starkraft,59.58326,11.16286,CARMA data
Mocambo (ex Rio do Peixe),BRA0011847,4.05,Hydro,Brazil,FR Incorporadora  Ltda.,http://sigel.aneel.gov.br/kmz.html,-17.097408,-48.558094,Brazil national data
Piau,BRA0011846,17.0,Hydro,Brazil,Consita Ltda. e Pronerg Empreendimentos Energéticos Ltda.,http://sigel.aneel.gov.br/kmz.html,-18.699167,-41.828333,Brazil national data
Pessegueiro,BRA0011845,1.0,Hydro,Brazil,Rondinha Geradora de Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.420278,-49.888889,Brazil national data
Serraria,BRA0011844,2.3,Hydro,Brazil,Cooperativa de Geração de Energia e Desenvolvimento Ltda.,http://sigel.aneel.gov.br/kmz.html,-28.547778,-53.799444,Brazil national data
Torrão de Ouro,BRA0011843,8.0,Hydro,Brazil,GRX Engenharia Ltda.,http://sigel.aneel.gov.br/kmz.html,-23.248635,-50.474684,Brazil national data
Turvo 14,BRA0011842,5.3,Hydro,Brazil,Energias Complementares do Brasil - Geração de Energia Elétrica S.A.,http://sigel.aneel.gov.br/kmz.html,-27.445833,-53.841667,Brazil national data
Km 14,BRA0011841,5.0,Hydro,Brazil,Brasfac Ltda.,http://sigel.aneel.gov.br/kmz.html,-25.103056,-50.928333,Brazil national data
Prainha II,BRA0011840,2.4,Hydro,Brazil,MP Energia Ltda.,http://sigel.aneel.gov.br/kmz.html,-19.064444,-52.500833,Brazil national data
Big Spring Wind Power Facility,USA0054979,34.3,Wind,United States of America,Terra-Gen Operating Co LLC,EIA-860,32.2075,-101.388333,United States of America national data
Santo Antônio,BRA0011849,7.0,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-19.219444,-43.258333,Brazil national data
Ouro Fino,BRA0011848,28.4,Hydro,Brazil,não identificado,http://sigel.aneel.gov.br/kmz.html,-19.186667,-42.909167,Brazil national data
C&H Sugar Plant,USA0058251,8.0,Other,United States of America,C&H Sugar Company Inc,EIA-860,38.057222,-122.218889,United States of America national data
Weiqiao Town Public Heating power station,GEODB0000590,1320.0,Coal,China,Shandong Weiqiao Group,SourceWatch,37.0248951,117.4839735,SourceWatch data
Ventos da Bahia XI,BRA0030567,27.0,Wind,Brazil,Parque Eólico Ventos da Bahia Ltda,http://sigel.aneel.gov.br/kmz.html,-12.086477,-41.492132,Brazil national data
Esti Hydroelectric Power Plant Panama,GEODB0043519,120.0,Hydro,Panama,AES Corporation,GEO,8.543,-82.298,GEO data
TERMOELECTRICA ANDINA,CHL0000296,168.8,Coal,Chile,Unknown,Unknown,-86.5818589944,-91.3009172691,Chile national data
TERMOELECTRICA ANGAMOS,CHL0000297,545.0,Coal,Chile,Unknown,Unknown,-86.5568170087,-90.3296904695,Chile national data
ESTANDARTES,CHL0000294,4.8,Oil,Chile,Unknown,Unknown,-86.436909517,-86.2686387736,Chile national data
PLANTA DE ACIDO SULFURICO MEJILLONES,CHL0000295,17.5,Cogeneration,Chile,Unknown,Unknown,-86.5813153816,-91.2792783533,Chile national data
DIESEL TAMAYA,CHL0000292,103.7,Oil,Chile,Unknown,Unknown,-86.4030336328,-85.2606015916,Chile national data
DIESEL ZOFRI,CHL0000293,6.1,Oil,Chile,Unknown,Unknown,-86.4371163634,-86.2749557192,Chile national data
DIESEL IQUIQUE,CHL0000290,43.01,Oil,Chile,Unknown,Unknown,-86.441867981,-86.4206318243,Chile national data
DIESEL MANTOS BLANCOS,CHL0000291,28.64,Oil,Chile,Unknown,Unknown,-86.3780198157,-84.5479946962,Chile national data
Shiheng-2 power station,GEODB0000581,1890.0,Coal,China,Shandong Zhonghua Power Co Ltd,SourceWatch,36.2123187,116.5136301,SourceWatch data
Poatina,AUS0000121,300.0,Hydro,Australia,Hydro-Electric Corporation (Tasmania),http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-41.811573,146.919038,Australia national data
NUEVA ALDEA I (EX ITATA),CHL0000148,14.0,Other,Chile,Unknown,Unknown,-36.659747095,-72.4731012562,Chile national data
Liberty Power Project,WRI1001636,232.0,Gas,Pakistan,IPP,Private Power and Infrastructure Board,28.03183,69.63572,GEO data
TERMOELECTRICA HORNITOS,CHL0000298,170.1,Coal,Chile,Unknown,Unknown,-86.5906747912,-91.6554760387,Chile national data
TERMOELECTRICA MEJILLONES,CHL0000299,591.7,Coal,Chile,Unknown,Unknown,-86.5817799519,-91.2977693268,Chile national data
Fartura,BRA0041479,62.0,Coal,Brazil,Usina Santa Isabel S/A,http://sigel.aneel.gov.br/kmz.html,-21.14881,-49.601935,Brazil national data
Santa Fé,BRA0041478,42.0,Coal,Brazil,Usina Santa Fé S/A,http://sigel.aneel.gov.br/kmz.html,-21.81445,-48.604275,Brazil national data
Tullytown,USA0058250,1.6,Waste,United States of America,WM Renewable Energy LLC,EIA-860,40.151389,-74.780556,United States of America national data
Sarobi Dam Hydroelectric Power Plant Afghanistan,GEODB0040535,22.0,Hydro,Afghanistan,Ministry of Energy and Water Afghanistan,GEO,34.5865,69.7757,GEO data
Firmenich 1,BRA0041472,1.44,Coal,Brazil,Stemac Energia S.A Matriz,http://sigel.aneel.gov.br/kmz.html,-23.59851,-46.908035,Brazil national data
P.E. MUNERA I,WRI1007145,39.6,Wind,Spain,EOLICA DON QUIJOTE  S.L.,Red Eléctrica de España,39.042167,-2.480684,CARMA data
COSIMAT,BRA0041470,2.0,Coal,Brazil,Cosimat Siderúrgica de Matozinhos Ltda. Matriz,http://sigel.aneel.gov.br/kmz.html,-19.548787,-44.066368,Brazil national data
Monte Alegre,BRA0041477,10.757,Coal,Brazil,Guascor do Brasil Ltda.,http://sigel.aneel.gov.br/kmz.html,-1.989899,-54.078312,Brazil national data
Gna-RD,BRA0041474,1.2,Coal,Brazil,Claro S.A.,http://sigel.aneel.gov.br/kmz.html,-16.719343,-49.254701,Brazil national data
Mugga Lane,AUS0000034,3.5,Waste,Australia,Energy Developments LFG (ACT) Pty Ltd,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-35.395304,149.14582,Australia national data
Lucas Heights III,AUS0000035,4.12,Waste,Australia,Energy Developments LFG (NSW) Pty Ltd,http://services.ga.gov.au/site_3/services/Electricity_Infrastructure/MapServer/WFSServer,-34.048146,150.973882,Australia national data
